"diagYm";"sidoName";"usedMedicineQty";"population"
"201008";"수원시";108835.0;1040388.0
"201008";"순천시";25314.0;254214.0
"201008";"시흥시";17338.0;388402.0
"201008";"아산시";8420.0;269897.0
"201008";"안동시";26336.0;163300.0
"201008";"안산시";56395.0;690047.0
"201008";"안성시";7382.0;174065.0
"201008";"안양시";53459.0;588878.0
"201008";"양산시";35922.0;246583.0
"201008";"양주시";1125.0;180668.0
"201008";"여수시";17532.0;265010.0
"201008";"영주시";1719.0;106837.0
"201008";"영천시";7903.0;92739.0
"201008";"오산시";6998.0;179281.0
"201008";"용인시";10858.0;839237.0
"201008";"울산광역시";103212.0;1055783.0
"201008";"원주시";46303.0;305068.0
"201008";"의왕시";476.0;141614.0
"201008";"의정부시";42787.0;409974.0
"201008";"이천시";5059.0;190167.0
"201008";"익산시";27061.0;290208.0
"201008";"인천광역시";201991.0;2595806.0
"201008";"전주시";94348.0;637613.0
"201008";"정읍시";5832.0;108003.0
"201008";"제주시";45851.0;393694.0
"201008";"제천시";1191.0;131977.0
"201008";"진주시";57203.0;330411.0
"201008";"창원시";136239.0;1028138.0
"201008";"천안시";72292.0;559514.0
"201008";"청주시";59089.0;787105.0
"201008";"춘천시";31039.0;270354.0
"201008";"충주시";11971.0;198332.0
"201008";"태백시";1314.0;50807.0
"201008";"통영시";9818.0;126382.0
"201008";"파주시";6495.0;319439.0
"201008";"평택시";15318.0;375434.0
"201008";"포천시";4531.0;133349.0
"201008";"포항시";48989.0;499943.0
"201008";"하남시";1692.0;135833.0
"201008";"화성시";3581.0;470027.0
"201009";"강릉시";52308.0;214003.0
"201009";"거제시";9258.0;222600.0
"201009";"경산시";7522.0;257604.0
"201009";"경주시";17345.0;249401.0
"201009";"계룡시";189.0;39788.0
"201009";"고양시";98303.0;885158.0
"201009";"공주시";3521.0;113865.0
"201009";"과천시";15.0;65292.0
"201009";"광명시";10201.0;322775.0
"201009";"광양시";1497.0;135324.0
"201009";"광주광역시";150983.0;1447291.0
"201009";"광주시";1867.0;221569.0
"201009";"구리시";14592.0;182075.0
"201009";"구미시";33913.0;393430.0
"201009";"군산시";5084.0;255605.0
"201009";"군포시";6471.0;270830.0
"201009";"김제시";3082.0;81735.0
"201009";"김천시";3935.0;125191.0
"201009";"김포시";8499.0;214050.0
"201009";"김해시";21354.0;478109.0
"201009";"나주시";5857.0;76966.0
"201009";"남양주시";11500.0;520270.0
"201009";"남원시";6445.0;77436.0
"201009";"논산시";5635.0;115614.0
"201009";"대구광역시";292195.0;2395518.0
