"","diagYm","sidoName","usedMedicineQty","population"
"1612",201109,"김해시",5144,478109
"1613",201109,"나주시",1622,76966
"1614",201109,"남양주시",2878,520270
"1615",201109,"남원시",2533,77436
"1616",201109,"논산시",2090,115614
"1617",201109,"대구광역시",100935,2395518
"1618",201109,"대전광역시",36929,1469599
"1619",201109,"동두천시",543,89226
"1620",201109,"동해시",788,88006
"1621",201109,"목포시",23546,245720
"1622",201109,"문경시",1617,67749
"1623",201109,"밀양시",1083,97286
"1624",201109,"보령시",1745,95781
"1625",201109,"부산광역시",114397,3346609
"1626",201109,"사천시",1605,104709
"1627",201109,"삼척시",1406,65812
"1628",201109,"상주시",1640,96360
"1629",201109,"서귀포시",1013,127974
"1630",201109,"서산시",1898,152892
"1631",201109,"서울특별시",447603,9512332
"1632",201109,"성남시",31202,924284
"1633",201109,"속초시",2291,79372
"1634",201109,"수원시",35519,1040388
"1635",201109,"순천시",8854,254214
"1636",201109,"시흥시",6206,388402
"1637",201109,"아산시",1300,269897
"1638",201109,"안동시",10481,163300
"1639",201109,"안산시",27060,690047
"1640",201109,"안성시",1915,174065
"1641",201109,"안양시",14560,588878
"1642",201109,"양산시",11546,246583
"1643",201109,"양주시",220,180668
"1644",201109,"여수시",4973,265010
"1645",201109,"영주시",542,106837
"1646",201109,"영천시",1710,92739
"1647",201109,"오산시",2310,179281
"1648",201109,"용인시",4092,839237
"1649",201109,"울산광역시",27007,1055783
"1650",201109,"원주시",13061,305068
"1651",201109,"의왕시",65,141614
"1652",201109,"의정부시",9039,409974
"1653",201109,"이천시",682,190167
"1654",201109,"익산시",7536,290208
"1655",201109,"인천광역시",85882,2595806
"1656",201109,"전주시",43988,637613
"1657",201109,"정읍시",2190,108003
"1658",201109,"제주시",16470,393694
"1659",201109,"제천시",1022,131977
"1660",201109,"진주시",17776,330411
"1661",201109,"창원시",47274,1028138
"1662",201109,"천안시",20428,559514
"1663",201109,"청주시",17895,787105
"1664",201109,"춘천시",11377,270354
"1665",201109,"충주시",4231,198332
"1666",201109,"태백시",587,50807
"1667",201109,"통영시",2325,126382
"1668",201109,"파주시",1763,319439
"1669",201109,"평택시",5488,375434
"1670",201109,"포천시",1781,133349
"1671",201109,"포항시",16691,499943
"1672",201109,"하남시",374,135833
"1673",201109,"화성시",812,470027
"1674",201110,"강릉시",12305,214003
"1675",201110,"거제시",2437,222600
"1676",201110,"경산시",2614,257604
"1677",201110,"경주시",5209,249401
"1678",201110,"고양시",31009,885158
"1679",201110,"공주시",1351,113865
"1680",201110,"광명시",1786,322775
"1681",201110,"광양시",850,135324
"1682",201110,"광주광역시",54142,1447291
"1683",201110,"광주시",374,221569
"1684",201110,"구리시",5001,182075
"1685",201110,"구미시",8457,393430
"1686",201110,"군산시",3831,255605
"1687",201110,"군포시",3939,270830
"1688",201110,"김제시",1565,81735
"1689",201110,"김천시",1075,125191
"1690",201110,"김포시",2947,214050
"1691",201110,"김해시",4947,478109
"1692",201110,"나주시",2070,76966
"1693",201110,"남양주시",3112,520270
"1694",201110,"남원시",2807,77436
"1695",201110,"논산시",1969,115614
"1696",201110,"대구광역시",96087,2395518
"1697",201110,"대전광역시",35387,1469599
"1698",201110,"동두천시",399,89226
"1699",201110,"동해시",756,88006
"1700",201110,"목포시",22247,245720
"1701",201110,"문경시",1921,67749
"1702",201110,"밀양시",1042,97286
"1703",201110,"보령시",1645,95781
"1704",201110,"부산광역시",111136,3346609
"1705",201110,"사천시",1129,104709
"1706",201110,"삼척시",1300,65812
"1707",201110,"상주시",1780,96360
"1708",201110,"서귀포시",1174,127974
"1709",201110,"서산시",1715,152892
"1710",201110,"서울특별시",432779,9512332
"1711",201110,"성남시",32340,924284
"1712",201110,"속초시",2542,79372
"1713",201110,"수원시",33254,1040388
"1714",201110,"순천시",7574,254214
"1715",201110,"시흥시",6525,388402
"1716",201110,"아산시",1174,269897
"1717",201110,"안동시",9219,163300
"1718",201110,"안산시",24888,690047
"1719",201110,"안성시",1547,174065
"1720",201110,"안양시",14566,588878
"1721",201110,"양산시",10822,246583
"1722",201110,"양주시",150,180668
"1723",201110,"여수시",4463,265010
"1724",201110,"영주시",460,106837
"1725",201110,"영천시",2090,92739
"1726",201110,"오산시",1720,179281
"1727",201110,"용인시",5035,839237
"1728",201110,"울산광역시",26501,1055783
"1729",201110,"원주시",12048,305068
"1730",201110,"의정부시",12181,409974
"1731",201110,"이천시",772,190167
"1732",201110,"익산시",8201,290208
"1733",201110,"인천광역시",84212,2595806
"1734",201110,"전주시",39485,637613
"1735",201110,"정읍시",2306,108003
"1736",201110,"제주시",14556,393694
"1737",201110,"제천시",1239,131977
"1738",201110,"진주시",15446,330411
"1739",201110,"창원시",44556,1028138
"1740",201110,"천안시",20076,559514
"1741",201110,"청주시",17618,787105
"1742",201110,"춘천시",9836,270354
"1743",201110,"충주시",3777,198332
"1744",201110,"태백시",416,50807
"1745",201110,"통영시",1977,126382
"1746",201110,"파주시",1674,319439
"1747",201110,"평택시",4958,375434
"1748",201110,"포천시",1578,133349
"1749",201110,"포항시",15663,499943
"1750",201110,"하남시",295,135833
"1751",201110,"화성시",808,470027
"1752",201111,"강릉시",42122,214003
"1753",201111,"거제시",8675,222600
"1754",201111,"경산시",6077,257604
"1755",201111,"경주시",18038,249401
"1756",201111,"고양시",86387,885158
"1757",201111,"공주시",2784,113865
"1758",201111,"광명시",5961,322775
"1759",201111,"광양시",2438,135324
"1760",201111,"광주광역시",136868,1447291
"1761",201111,"광주시",1695,221569
"1762",201111,"구리시",18167,182075
"1763",201111,"구미시",27990,393430
"1764",201111,"군산시",9724,255605
"1765",201111,"군포시",10418,270830
"1766",201111,"김제시",5094,81735
"1767",201111,"김천시",3581,125191
"1768",201111,"김포시",7366,214050
"1769",201111,"김해시",13160,478109
"1770",201111,"나주시",5347,76966
"1771",201111,"남양주시",10260,520270
"1772",201111,"남원시",4256,77436
"1773",201111,"논산시",6845,115614
"1774",201111,"대구광역시",276784,2395518
"1775",201111,"대전광역시",104774,1469599
"1776",201111,"동두천시",1542,89226
"1777",201111,"동해시",3008,88006
"1778",201111,"목포시",63307,245720
"1779",201111,"문경시",4526,67749
"1780",201111,"밀양시",4122,97286
"1781",201111,"보령시",5853,95781
"1782",201111,"부산광역시",348252,3346609
"1783",201111,"사천시",3501,104709
"1784",201111,"삼척시",3818,65812
"1785",201111,"상주시",4464,96360
"1786",201111,"서귀포시",4261,127974
"1787",201111,"서산시",4118,152892
"1788",201111,"서울특별시",1163091,9512332
"1789",201111,"성남시",94513,924284
"1790",201111,"속초시",6447,79372
"1791",201111,"수원시",102722,1040388
"1792",201111,"순천시",22820,254214
"1793",201111,"시흥시",20069,388402
"1794",201111,"아산시",4810,269897
"1795",201111,"안동시",29712,163300
"1796",201111,"안산시",74182,690047
"1797",201111,"안성시",5939,174065
"1798",201111,"안양시",45133,588878
"1799",201111,"양산시",37777,246583
"1800",201111,"양주시",690,180668
"1801",201111,"여수시",13771,265010
"1802",201111,"영주시",1276,106837
"1803",201111,"영천시",4960,92739
"1804",201111,"오산시",4394,179281
"1805",201111,"용인시",13467,839237
"1806",201111,"울산광역시",76727,1055783
"1807",201111,"원주시",43453,305068
"1808",201111,"의왕시",90,141614
"1809",201111,"의정부시",31976,409974
"1810",201111,"이천시",3233,190167
"1811",201111,"익산시",26217,290208
"1812",201111,"인천광역시",201590,2595806
"1813",201111,"전주시",99480,637613
"1814",201111,"정읍시",6164,108003
"1815",201111,"제주시",42646,393694
"1816",201111,"제천시",3099,131977
"1817",201111,"진주시",52584,330411
"1818",201111,"창원시",111175,1028138
"1819",201111,"천안시",58074,559514
"1820",201111,"청주시",58879,787105
"1821",201111,"춘천시",30240,270354
"1822",201111,"충주시",9068,198332
"1823",201111,"태백시",1245,50807
"1824",201111,"통영시",6597,126382
"1825",201111,"파주시",4830,319439
"1826",201111,"평택시",11783,375434
"1827",201111,"포천시",5468,133349
"1828",201111,"포항시",51427,499943
"1829",201111,"하남시",889,135833
"1830",201111,"화성시",4517,470027
"1831",201112,"강릉시",12693,214003
"1832",201112,"거제시",2732,222600
"1833",201112,"경산시",2007,257604
"1834",201112,"경주시",5191,249401
"1835",201112,"고양시",27318,885158
"1836",201112,"공주시",1105,113865
"1837",201112,"광명시",1221,322775
"1838",201112,"광양시",828,135324
"1839",201112,"광주광역시",54129,1447291
"1840",201112,"광주시",503,221569
"1841",201112,"구리시",5157,182075
"1842",201112,"구미시",8269,393430
"1843",201112,"군산시",3878,255605
"1844",201112,"군포시",3122,270830
"1845",201112,"김제시",1836,81735
"1846",201112,"김천시",551,125191
"1847",201112,"김포시",2815,214050
"1848",201112,"김해시",3951,478109
"1849",201112,"나주시",2209,76966
"1850",201112,"남양주시",3037,520270
"1851",201112,"남원시",2300,77436
"1852",201112,"논산시",2487,115614
"1853",201112,"당진시",687,133686
"1854",201112,"대구광역시",95900,2395518
"1855",201112,"대전광역시",34056,1469599
"1856",201112,"동두천시",366,89226
"1857",201112,"동해시",1064,88006
"1858",201112,"목포시",21262,245720
"1859",201112,"문경시",1453,67749
"1860",201112,"밀양시",959,97286
"1861",201112,"보령시",1568,95781
"1862",201112,"부산광역시",113491,3346609
"1863",201112,"사천시",1608,104709
"1864",201112,"삼척시",1817,65812
"1865",201112,"상주시",1801,96360
"1866",201112,"서귀포시",1168,127974
"1867",201112,"서산시",1738,152892
"1868",201112,"서울특별시",433630,9512332
"1869",201112,"성남시",31854,924284
"1870",201112,"속초시",2614,79372
"1871",201112,"수원시",34830,1040388
"1872",201112,"순천시",7670,254214
"1873",201112,"시흥시",6487,388402
"1874",201112,"아산시",1108,269897
"1875",201112,"안동시",8388,163300
"1876",201112,"안산시",25993,690047
"1877",201112,"안성시",2054,174065
"1878",201112,"안양시",14480,588878
"1879",201112,"양산시",10879,246583
"1880",201112,"양주시",224,180668
"1881",201112,"여수시",4338,265010
"1882",201112,"영주시",741,106837
"1883",201112,"영천시",1916,92739
"1884",201112,"오산시",1228,179281
"1885",201112,"용인시",4098,839237
"1886",201112,"울산광역시",27645,1055783
"1887",201112,"원주시",12608,305068
"1888",201112,"의왕시",89,141614
"1889",201112,"의정부시",10609,409974
"1890",201112,"이천시",922,190167
"1891",201112,"익산시",8933,290208
"1892",201112,"인천광역시",81535,2595806
"1893",201112,"전주시",41356,637613
"1894",201112,"정읍시",2158,108003
"1895",201112,"제주시",14921,393694
"1896",201112,"제천시",1238,131977
"1897",201112,"진주시",16357,330411
"1898",201112,"창원시",41295,1028138
"1899",201112,"천안시",18907,559514
"1900",201112,"청주시",16701,787105
"1901",201112,"춘천시",9999,270354
"1902",201112,"충주시",4130,198332
"1903",201112,"태백시",498,50807
"1904",201112,"통영시",2334,126382
"1905",201112,"파주시",1728,319439
"1906",201112,"평택시",5464,375434
"1907",201112,"포천시",1893,133349
"1908",201112,"포항시",15444,499943
"1909",201112,"하남시",706,135833
"1910",201112,"화성시",1001,470027
"1911",201201,"강릉시",39366,214003
"1912",201201,"거제시",10142,222600
"1913",201201,"경산시",6906,257604
"1914",201201,"경주시",17326,249401
"1915",201201,"계룡시",196,39788
"1916",201201,"고양시",78622,885158
"1917",201201,"공주시",2797,113865
"1918",201201,"광명시",7100,322775
"1919",201201,"광양시",2264,135324
"1920",201201,"광주광역시",142681,1447291
"1921",201201,"광주시",1330,221569
"1922",201201,"구리시",17677,182075
"1923",201201,"구미시",27215,393430
"1924",201201,"군산시",7954,255605
"1925",201201,"군포시",9772,270830
"1926",201201,"김제시",5499,81735
"1927",201201,"김천시",2730,125191
"1928",201201,"김포시",11447,214050
"1929",201201,"김해시",13408,478109
"1930",201201,"나주시",4408,76966
"1931",201201,"남양주시",13374,520270
"1932",201201,"남원시",4528,77436
"1933",201201,"논산시",6728,115614
"1934",201201,"당진시",1995,133686
"1935",201201,"대구광역시",277430,2395518
"1936",201201,"대전광역시",104897,1469599
"1937",201201,"동두천시",1624,89226
"1938",201201,"동해시",3989,88006
"1939",201201,"목포시",56586,245720
"1940",201201,"문경시",3976,67749
"1941",201201,"밀양시",2509,97286
"1942",201201,"보령시",6486,95781
"1943",201201,"부산광역시",357251,3346609
"1944",201201,"사천시",3968,104709
"1945",201201,"삼척시",3166,65812
"1946",201201,"상주시",6109,96360
"1947",201201,"서귀포시",3354,127974
"1948",201201,"서산시",5806,152892
"1949",201201,"서울특별시",1116937,9512332
"1950",201201,"성남시",98644,924284
"1951",201201,"속초시",8619,79372
"1952",201201,"수원시",94322,1040388
"1953",201201,"순천시",20492,254214
"1954",201201,"시흥시",19057,388402
"1955",201201,"아산시",2876,269897
"1956",201201,"안동시",29067,163300
"1957",201201,"안산시",68265,690047
"1958",201201,"안성시",6566,174065
"1959",201201,"안양시",47686,588878
"1960",201201,"양산시",35380,246583
"1961",201201,"양주시",935,180668
"1962",201201,"여수시",13334,265010
"1963",201201,"영주시",2397,106837
"1964",201201,"영천시",4025,92739
"1965",201201,"오산시",3580,179281
"1966",201201,"용인시",12010,839237
"1967",201201,"울산광역시",76607,1055783
"1968",201201,"원주시",41304,305068
"1969",201201,"의왕시",741,141614
"1970",201201,"의정부시",33096,409974
"1971",201201,"이천시",2614,190167
"1972",201201,"익산시",26864,290208
"1973",201201,"인천광역시",202121,2595806
"1974",201201,"전주시",100283,637613
"1975",201201,"정읍시",5676,108003
"1976",201201,"제주시",44134,393694
"1977",201201,"제천시",2648,131977
"1978",201201,"진주시",54627,330411
"1979",201201,"창원시",103472,1028138
"1980",201201,"천안시",55843,559514
"1981",201201,"청주시",57317,787105
"1982",201201,"춘천시",27116,270354
"1983",201201,"충주시",10455,198332
"1984",201201,"태백시",1150,50807
"1985",201201,"통영시",7581,126382
"1986",201201,"파주시",4271,319439
"1987",201201,"평택시",11783,375434
"1988",201201,"포천시",5505,133349
"1989",201201,"포항시",39494,499943
"1990",201201,"하남시",1258,135833
"1991",201201,"화성시",4393,470027
"1992",201202,"강릉시",37171,214003
"1993",201202,"거제시",8946,222600
"1994",201202,"경산시",6148,257604
"1995",201202,"경주시",15406,249401
"1996",201202,"계룡시",112,39788
"1997",201202,"고양시",75720,885158
"1998",201202,"공주시",2410,113865
"1999",201202,"과천시",42,65292
"2000",201202,"광명시",5397,322775
"2001",201202,"광양시",1744,135324
"2002",201202,"광주광역시",139083,1447291
"2003",201202,"광주시",1947,221569
"2004",201202,"구리시",18773,182075
"2005",201202,"구미시",25808,393430
"2006",201202,"군산시",8647,255605
"2007",201202,"군포시",9470,270830
"2008",201202,"김제시",1903,81735
"2009",201202,"김천시",3893,125191
"2010",201202,"김포시",10349,214050
"2011",201202,"김해시",11435,478109
"2012",201202,"나주시",5253,76966
"2013",201202,"남양주시",12935,520270
"2014",201202,"남원시",4237,77436
"2015",201202,"논산시",5181,115614
"2016",201202,"당진시",2033,133686
"2017",201202,"대구광역시",276007,2395518
"2018",201202,"대전광역시",100950,1469599
"2019",201202,"동두천시",1634,89226
"2020",201202,"동해시",2768,88006
"2021",201202,"목포시",53252,245720
"2022",201202,"문경시",5755,67749
"2023",201202,"밀양시",2678,97286
"2024",201202,"보령시",5797,95781
"2025",201202,"부산광역시",330730,3346609
"2026",201202,"사천시",3765,104709
"2027",201202,"삼척시",3616,65812
"2028",201202,"상주시",4009,96360
"2029",201202,"서귀포시",2944,127974
"2030",201202,"서산시",4197,152892
"2031",201202,"서울특별시",1073237,9512332
"2032",201202,"성남시",93443,924284
"2033",201202,"속초시",7243,79372
"2034",201202,"수원시",99355,1040388
"2035",201202,"순천시",17930,254214
"2036",201202,"시흥시",16336,388402
"2037",201202,"아산시",2704,269897
"2038",201202,"안동시",24761,163300
"2039",201202,"안산시",68612,690047
"2040",201202,"안성시",6367,174065
"2041",201202,"안양시",51624,588878
"2042",201202,"양산시",37300,246583
"2043",201202,"양주시",510,180668
"2044",201202,"여수시",13510,265010
"2045",201202,"영주시",1626,106837
"2046",201202,"영천시",5073,92739
"2047",201202,"오산시",3907,179281
"2048",201202,"용인시",12573,839237
"2049",201202,"울산광역시",78968,1055783
"2050",201202,"원주시",38203,305068
"2051",201202,"의왕시",390,141614
"2052",201202,"의정부시",36186,409974
"2053",201202,"이천시",2168,190167
"2054",201202,"익산시",26361,290208
"2055",201202,"인천광역시",196831,2595806
"2056",201202,"전주시",98840,637613
"2057",201202,"정읍시",5103,108003
"2058",201202,"제주시",39235,393694
"2059",201202,"제천시",1969,131977
"2060",201202,"진주시",47277,330411
"2061",201202,"창원시",99742,1028138
"2062",201202,"천안시",54343,559514
"2063",201202,"청주시",51050,787105
"2064",201202,"춘천시",25650,270354
"2065",201202,"충주시",11141,198332
"2066",201202,"태백시",1807,50807
"2067",201202,"통영시",8584,126382
"2068",201202,"파주시",4163,319439
"2069",201202,"평택시",14982,375434
"2070",201202,"포천시",4710,133349
"2071",201202,"포항시",40456,499943
"2072",201202,"하남시",782,135833
"2073",201202,"화성시",4804,470027
"2074",201203,"강릉시",39143,214003
"2075",201203,"거제시",8872,222600
"2076",201203,"경산시",7466,257604
"2077",201203,"경주시",19333,249401
"2078",201203,"계룡시",112,39788
"2079",201203,"고양시",73337,885158
"2080",201203,"공주시",2937,113865
"2081",201203,"광명시",5047,322775
"2082",201203,"광양시",2179,135324
"2083",201203,"광주광역시",139554,1447291
"2084",201203,"광주시",2846,221569
"2085",201203,"구리시",19284,182075
"2086",201203,"구미시",28667,393430
"2087",201203,"군산시",7715,255605
"2088",201203,"군포시",9499,270830
"2089",201203,"김제시",4417,81735
"2090",201203,"김천시",4054,125191
"2091",201203,"김포시",9229,214050
"2092",201203,"김해시",12232,478109
"2093",201203,"나주시",5779,76966
"2094",201203,"남양주시",13365,520270
"2095",201203,"남원시",3613,77436
"2096",201203,"논산시",4763,115614
"2097",201203,"당진시",3159,133686
"2098",201203,"대구광역시",275003,2395518
"2099",201203,"대전광역시",105329,1469599
"2100",201203,"동두천시",1919,89226
"2101",201203,"동해시",2296,88006
"2102",201203,"목포시",59828,245720
"2103",201203,"문경시",5627,67749
"2104",201203,"밀양시",3220,97286
"2105",201203,"보령시",6157,95781
"2106",201203,"부산광역시",324979,3346609
"2107",201203,"사천시",3866,104709
"2108",201203,"삼척시",3639,65812
"2109",201203,"상주시",4837,96360
"2110",201203,"서귀포시",1880,127974
"2111",201203,"서산시",5265,152892
"2112",201203,"서울특별시",1066851,9512332
"2113",201203,"성남시",98607,924284
"2114",201203,"속초시",7363,79372
"2115",201203,"수원시",92477,1040388
"2116",201203,"순천시",23622,254214
"2117",201203,"시흥시",18834,388402
"2118",201203,"아산시",3547,269897
"2119",201203,"안동시",27182,163300
"2120",201203,"안산시",69758,690047
"2121",201203,"안성시",5032,174065
"2122",201203,"안양시",47874,588878
"2123",201203,"양산시",34929,246583
"2124",201203,"양주시",1424,180668
"2125",201203,"여수시",14720,265010
"2126",201203,"영주시",1770,106837
"2127",201203,"영천시",5374,92739
"2128",201203,"오산시",4084,179281
"2129",201203,"용인시",12110,839237
"2130",201203,"울산광역시",78642,1055783
"2131",201203,"원주시",44094,305068
"2132",201203,"의왕시",315,141614
"2133",201203,"의정부시",32848,409974
"2134",201203,"이천시",3508,190167
"2135",201203,"익산시",26075,290208
"2136",201203,"인천광역시",192997,2595806
"2137",201203,"전주시",94951,637613
"2138",201203,"정읍시",4457,108003
"2139",201203,"제주시",42068,393694
"2140",201203,"제천시",2795,131977
"2141",201203,"진주시",47697,330411
"2142",201203,"창원시",103031,1028138
"2143",201203,"천안시",62265,559514
"2144",201203,"청주시",50283,787105
"2145",201203,"춘천시",27270,270354
"2146",201203,"충주시",10270,198332
"2147",201203,"태백시",1223,50807
"2148",201203,"통영시",9465,126382
"2149",201203,"파주시",4794,319439
"2150",201203,"평택시",12857,375434
"2151",201203,"포천시",3235,133349
"2152",201203,"포항시",39572,499943
"2153",201203,"하남시",1119,135833
"2154",201203,"화성시",5167,470027
"2155",201204,"강릉시",11633,214003
"2156",201204,"거제시",3463,222600
"2157",201204,"경산시",2350,257604
"2158",201204,"경주시",5106,249401
"2159",201204,"계룡시",28,39788
"2160",201204,"고양시",27026,885158
"2161",201204,"공주시",1334,113865
"2162",201204,"과천시",37,65292
"2163",201204,"광명시",1446,322775
"2164",201204,"광양시",420,135324
"2165",201204,"광주광역시",52845,1447291
"2166",201204,"광주시",706,221569
"2167",201204,"구리시",5372,182075
"2168",201204,"구미시",8778,393430
"2169",201204,"군산시",1928,255605
"2170",201204,"군포시",2347,270830
"2171",201204,"김제시",1605,81735
"2172",201204,"김천시",835,125191
"2173",201204,"김포시",3161,214050
"2174",201204,"김해시",3838,478109
"2175",201204,"나주시",2145,76966
"2176",201204,"남양주시",3279,520270
"2177",201204,"남원시",1759,77436
"2178",201204,"논산시",2309,115614
"2179",201204,"당진시",996,133686
"2180",201204,"대구광역시",95606,2395518
"2181",201204,"대전광역시",35736,1469599
"2182",201204,"동두천시",750,89226
"2183",201204,"동해시",746,88006
"2184",201204,"목포시",20797,245720
"2185",201204,"문경시",1954,67749
"2186",201204,"밀양시",899,97286
"2187",201204,"보령시",2039,95781
"2188",201204,"부산광역시",105598,3346609
"2189",201204,"사천시",1069,104709
"2190",201204,"삼척시",1695,65812
"2191",201204,"상주시",1568,96360
"2192",201204,"서귀포시",953,127974
"2193",201204,"서산시",1551,152892
"2194",201204,"서울특별시",398224,9512332
"2195",201204,"성남시",31846,924284
"2196",201204,"속초시",2542,79372
"2197",201204,"수원시",32389,1040388
"2198",201204,"순천시",6115,254214
"2199",201204,"시흥시",6190,388402
"2200",201204,"아산시",1075,269897
"2201",201204,"안동시",20536,163300
"2202",201204,"안산시",24643,690047
"2203",201204,"안성시",1470,174065
"2204",201204,"안양시",15274,588878
"2205",201204,"양산시",12268,246583
"2206",201204,"양주시",320,180668
"2207",201204,"여수시",4101,265010
"2208",201204,"영주시",467,106837
"2209",201204,"영천시",1378,92739
"2210",201204,"오산시",1289,179281
"2211",201204,"용인시",3985,839237
"2212",201204,"울산광역시",26650,1055783
"2213",201204,"원주시",13095,305068
"2214",201204,"의왕시",176,141614
"2215",201204,"의정부시",11902,409974
"2216",201204,"이천시",798,190167
"2217",201204,"익산시",7321,290208
"2218",201204,"인천광역시",78616,2595806
"2219",201204,"전주시",39726,637613
"2220",201204,"정읍시",1877,108003
"2221",201204,"제주시",13588,393694
"2222",201204,"제천시",818,131977
"2223",201204,"진주시",17144,330411
"2224",201204,"창원시",39636,1028138
"2225",201204,"천안시",17815,559514
"2226",201204,"청주시",17132,787105
"2227",201204,"춘천시",10943,270354
"2228",201204,"충주시",4234,198332
"2229",201204,"태백시",744,50807
"2230",201204,"통영시",2522,126382
"2231",201204,"파주시",2045,319439
"2232",201204,"평택시",4499,375434
"2233",201204,"포천시",1878,133349
"2234",201204,"포항시",13272,499943
"2235",201204,"하남시",351,135833
"2236",201204,"화성시",1244,470027
"2237",201205,"강릉시",11505,214003
"2238",201205,"거제시",3420,222600
"2239",201205,"경산시",2624,257604
"2240",201205,"경주시",4961,249401
"2241",201205,"계룡시",60,39788
"2242",201205,"고양시",28826,885158
"2243",201205,"공주시",1176,113865
"2244",201205,"과천시",28,65292
"2245",201205,"광명시",1281,322775
"2246",201205,"광양시",541,135324
"2247",201205,"광주광역시",51489,1447291
"2248",201205,"광주시",597,221569
"2249",201205,"구리시",5165,182075
"2250",201205,"구미시",8573,393430
"2251",201205,"군산시",2757,255605
"2252",201205,"군포시",3487,270830
"2253",201205,"김제시",1239,81735
"2254",201205,"김천시",712,125191
"2255",201205,"김포시",4192,214050
"2256",201205,"김해시",4917,478109
"2257",201205,"나주시",3429,76966
"2258",201205,"남양주시",3070,520270
"2259",201205,"남원시",1594,77436
"2260",201205,"논산시",2591,115614
"2261",201205,"당진시",833,133686
"2262",201205,"대구광역시",100176,2395518
"2263",201205,"대전광역시",39962,1469599
"2264",201205,"동두천시",766,89226
"2265",201205,"동해시",805,88006
"2266",201205,"목포시",22331,245720
"2267",201205,"문경시",1580,67749
"2268",201205,"밀양시",893,97286
"2269",201205,"보령시",2416,95781
"2270",201205,"부산광역시",107313,3346609
"2271",201205,"사천시",1512,104709
"2272",201205,"삼척시",1959,65812
"2273",201205,"상주시",1951,96360
"2274",201205,"서귀포시",987,127974
"2275",201205,"서산시",2255,152892
"2276",201205,"서울특별시",405680,9512332
"2277",201205,"성남시",32706,924284
"2278",201205,"속초시",2353,79372
"2279",201205,"수원시",36208,1040388
"2280",201205,"순천시",7353,254214
"2281",201205,"시흥시",6116,388402
"2282",201205,"아산시",1650,269897
"2283",201205,"안동시",10041,163300
"2284",201205,"안산시",24570,690047
"2285",201205,"안성시",1869,174065
"2286",201205,"안양시",14682,588878
"2287",201205,"양산시",12045,246583
"2288",201205,"양주시",175,180668
"2289",201205,"여수시",5151,265010
"2290",201205,"영주시",504,106837
"2291",201205,"영천시",1570,92739
"2292",201205,"오산시",1241,179281
"2293",201205,"용인시",5063,839237
"2294",201205,"울산광역시",25688,1055783
"2295",201205,"원주시",13366,305068
"2296",201205,"의왕시",192,141614
"2297",201205,"의정부시",10491,409974
"2298",201205,"이천시",1334,190167
"2299",201205,"익산시",8790,290208
"2300",201205,"인천광역시",84402,2595806
"2301",201205,"전주시",40176,637613
"2302",201205,"정읍시",1945,108003
"2303",201205,"제주시",14493,393694
"2304",201205,"제천시",979,131977
"2305",201205,"진주시",16533,330411
"2306",201205,"창원시",42350,1028138
"2307",201205,"천안시",20027,559514
"2308",201205,"청주시",17228,787105
"2309",201205,"춘천시",10792,270354
"2310",201205,"충주시",3880,198332
"2311",201205,"태백시",430,50807
"2312",201205,"통영시",3224,126382
"2313",201205,"파주시",1684,319439
"2314",201205,"평택시",4522,375434
"2315",201205,"포천시",1786,133349
"2316",201205,"포항시",12207,499943
"2317",201205,"하남시",517,135833
"2318",201205,"화성시",995,470027
"2319",201206,"강릉시",9864,214003
"2320",201206,"거제시",3034,222600
"2321",201206,"경산시",2900,257604
"2322",201206,"경주시",4790,249401
"2323",201206,"고양시",28590,885158
"2324",201206,"공주시",1363,113865
"2325",201206,"과천시",44,65292
"2326",201206,"광명시",1594,322775
"2327",201206,"광양시",464,135324
"2328",201206,"광주광역시",55327,1447291
"2329",201206,"광주시",779,221569
"2330",201206,"구리시",5610,182075
"2331",201206,"구미시",9610,393430
"2332",201206,"군산시",3018,255605
"2333",201206,"군포시",3028,270830
"2334",201206,"김제시",804,81735
"2335",201206,"김천시",1592,125191
"2336",201206,"김포시",3610,214050
"2337",201206,"김해시",3743,478109
"2338",201206,"나주시",3178,76966
"2339",201206,"남양주시",4134,520270
"2340",201206,"남원시",1857,77436
"2341",201206,"논산시",2805,115614
"2342",201206,"당진시",938,133686
"2343",201206,"대구광역시",96245,2395518
"2344",201206,"대전광역시",38599,1469599
"2345",201206,"동두천시",601,89226
"2346",201206,"동해시",915,88006
"2347",201206,"목포시",17340,245720
"2348",201206,"문경시",1074,67749
"2349",201206,"밀양시",716,97286
"2350",201206,"보령시",2232,95781
"2351",201206,"부산광역시",104981,3346609
"2352",201206,"사천시",1965,104709
"2353",201206,"삼척시",1435,65812
"2354",201206,"상주시",1725,96360
"2355",201206,"서귀포시",625,127974
"2356",201206,"서산시",1332,152892
"2357",201206,"서울특별시",402350,9512332
"2358",201206,"성남시",34811,924284
"2359",201206,"속초시",2537,79372
"2360",201206,"수원시",35829,1040388
"2361",201206,"순천시",7311,254214
"2362",201206,"시흥시",6357,388402
"2363",201206,"아산시",1932,269897
"2364",201206,"안동시",8211,163300
"2365",201206,"안산시",23549,690047
"2366",201206,"안성시",1833,174065
"2367",201206,"안양시",16355,588878
"2368",201206,"양산시",11269,246583
"2369",201206,"양주시",234,180668
"2370",201206,"여수시",4798,265010
"2371",201206,"영주시",384,106837
"2372",201206,"영천시",1579,92739
"2373",201206,"오산시",1765,179281
